"Name","Name_","Molecule.Max.Phase","Molecular.Weight","X.RO5.Violations","AlogP","Compound.Key","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","Affinity","Data.Validity.Comment","Comment","Uo.Units","Ligand.Efficiency.BEI","Ligand.Efficiency.LE","Ligand.Efficiency.LLE","Ligand.Efficiency.SEI","Potential.Duplicate","Assay.ChEMBL.ID","Assay.Description","Assay.Type","BAO.Format.ID","BAO.Label","Assay.Organism","Assay.Tissue.ChEMBL.ID","Assay.Tissue.Name","Assay.Cell.Type","Assay.Subcellular.Fraction","Assay.Parameters","Assay.Variant.Accession","Assay.Variant.Mutation","Target.ChEMBL.ID","Target.Name","Target.Organism","Target.Type","Document.ChEMBL.ID","Source.ID","Source.Description","Document.Journal","Document.Year","Cell.ChEMBL.ID","Properties","Action.Type","Permeable"
"CHEMBL2037502",NA,NA,478.59,0,1.91,"60","CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(C)[n+]([O-])c1","Ki","'='",1,"nM",9,NA,NA,"UO_0000065",18.81,0.35,7.09,9.31,0,"CHEMBL2039699","Displacement of [3H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2034824",1,"Scientific Literature","J Med Chem",2012,NA,NA,NA,FALSE
"CHEMBL2037495",NA,NA,502.62,1,2.2,"53","Cc1ccc([C@H](C(=O)N2CCOCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC2CC2)cn1","Ki","'='",5.012,"nM",8.3,NA,NA,"UO_0000065",16.51,0.31,6.1,9.04,0,"CHEMBL2039699","Displacement of [3H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2034824",1,"Scientific Literature","J Med Chem",2012,NA,NA,NA,FALSE
"CHEMBL2037492",NA,NA,504.63,1,2.45,"50","Cc1ccc([C@H](C(=O)N2CCOCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1","Ki","'='",0.3981,"nM",9.4,NA,NA,"UO_0000065",18.63,0.35,6.95,10.24,0,"CHEMBL2039699","Displacement of [3H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2034824",1,"Scientific Literature","J Med Chem",2012,NA,NA,NA,FALSE
"CHEMBL102762",NA,NA,500.6,2,5.99,"12","CCC(Oc1ccc(C(=O)N2CCC(N3C(=O)OCc4ccccc43)CC2)c(OC)c1)c1ccccc1","Ki","'='",58,"nM",7.24,NA,NA,"UO_0000065",14.46,0.27,1.25,10.59,0,"CHEMBL761405","Binding affinity against cloned human oxytocin receptor from human embryonic kidney cells","B","BAO_0000219","cell-based format",NA,NA,NA,"kidney",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1130655",1,"Scientific Literature","Bioorg Med Chem Lett",1998,NA,NA,NA,TRUE
"CHEMBL68480",NA,NA,628.77,2,5.31,"42","CCc1c(CN2CCC(Oc3ccc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)c(OC)c3)CC2)c(C)cc(C)[n+]1[O-]","Ki","'='",1.5,"nM",8.82,NA,NA,"UO_0000065",14.03,0.26,3.51,8.96,0,"CHEMBL762236","Binding affinity for cloned human oxytocin receptor (OT-R)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1131248",1,"Scientific Literature","J Med Chem",1998,NA,NA,NA,FALSE
"CHEMBL68800",NA,NA,630.72,2,5.15,"(S) 51","COc1cc(OC2CCN([C@H]3CCCc4c3ccc[n+]4[O-])CC2)c(F)cc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",1.7,"nM",8.77,NA,NA,"UO_0000065",13.9,0.26,3.62,8.9,0,"CHEMBL762236","Binding affinity for cloned human oxytocin receptor (OT-R)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1131248",1,"Scientific Literature","J Med Chem",1998,NA,NA,NA,TRUE
"CHEMBL2370342",NA,NA,1324.34,NA,NA,"21","CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CC1(SCCC(N)=O)CCCCC1)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CS)C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1ccc(N=[N+]=[N-])c(I)c1)C(N)=O)[C@@H](C)O","Ki","'='",18,"nM",7.75,NA,NA,"UO_0000065",5.85,NA,NA,NA,0,"CHEMBL753728","Binding affinity towards OT receptor in CHO cells expressing the human OT receptor","B","BAO_0000219","cell-based format",NA,NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1134456",1,"Scientific Literature","J Med Chem",2001,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL363910",NA,NA,402.89,0,4.84,"42; WAY-VNA-932","Cc1ccn(-c2ccc(C(=O)N3Cc4cccn4Cc4ccccc43)c(Cl)c2)n1","Ki","'='",125,"nM",6.9,NA,NA,"UO_0000065",17.13,0.33,2.06,16.03,0,"CHEMBL4201591","Binding affinity to OTR receptor (unknown origin)","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL4196200",1,"Scientific Literature","J Med Chem",2018,NA,NA,NA,TRUE
"CHEMBL4213812",NA,NA,377.23,0,4.27,"11","O=C(c1ccc(I)cc1)N1CCCCc2ccccc21","Ki","'='",396,"nM",6.4,NA,NA,"UO_0000065",16.97,0.44,2.13,31.52,0,"CHEMBL4201601","Displacement of [3H]-AVP from human OXR receptor expressed in CHO cell membranes by radioligand binding assay","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL4196200",1,"Scientific Literature","J Med Chem",2018,NA,NA,NA,TRUE
"CHEMBL68816",NA,NA,616.69,1,4.76,"52","COc1cc(OC2CCN(C3CCc4c3ccc[n+]4[O-])CC2)c(F)cc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",3.3,"nM",8.48,NA,NA,"UO_0000065",13.75,0.26,3.72,8.61,0,"CHEMBL762236","Binding affinity for cloned human oxytocin receptor (OT-R)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1131248",1,"Scientific Literature","J Med Chem",1998,NA,NA,NA,TRUE
"CHEMBL2037501",NA,NA,504.63,1,2.45,"59","CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(C)nc1","Ki","'='",0.1585,"nM",9.8,NA,NA,"UO_0000065",19.42,0.36,7.35,10.67,0,"CHEMBL2039699","Displacement of [3H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2034824",1,"Scientific Literature","J Med Chem",2012,NA,NA,NA,FALSE
"CHEMBL2037510",NA,NA,476.62,0,2.98,"68","CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(C)nc1C","Ki","'='",0.07943,"nM",10.1,NA,NA,"UO_0000065",21.19,0.39,7.12,12.23,0,"CHEMBL2039699","Displacement of [3H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2034824",1,"Scientific Literature","J Med Chem",2012,NA,NA,NA,FALSE
"CHEMBL2037491",NA,NA,462.59,0,2.68,"49","Cc1ccc([C@H](C(=O)N(C)C)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)cn1","Ki","'='",1.585,"nM",8.8,NA,NA,"UO_0000065",19.02,0.35,6.12,10.65,0,"CHEMBL2039699","Displacement of [3H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2034824",1,"Scientific Literature","J Med Chem",2012,NA,NA,NA,FALSE
"CHEMBL2037490",NA,NA,533.67,1,2.2,"48","CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(N(C)C)nc1","Ki","'='",0.3162,"nM",9.5,NA,NA,"UO_0000065",17.8,0.33,7.3,9.99,0,"CHEMBL2039699","Displacement of [3H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2034824",1,"Scientific Literature","J Med Chem",2012,NA,NA,NA,FALSE
"CHEMBL2037514",NA,NA,518.66,1,2.84,"75","CCC(CC)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1ccc(C)nc1","Ki","'='",0.02512,"nM",10.6,NA,NA,"UO_0000065",20.44,0.38,7.76,11.54,0,"CHEMBL2039699","Displacement of [3H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2034824",1,"Scientific Literature","J Med Chem",2012,NA,NA,NA,FALSE
"CHEMBL377414",NA,NA,483.56,0,3.25,"1","CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N(C)C)c1ccc(F)cc1F","Ki","'='",0.07943,"nM",10.1,NA,NA,"UO_0000065",20.89,0.39,6.85,14.49,0,"CHEMBL2039699","Displacement of [3H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2034824",1,"Scientific Literature","J Med Chem",2012,NA,NA,NA,FALSE
"CHEMBL2017980",NA,NA,541.67,1,2.71,"13","CS(=O)(=O)N1CCC(Oc2ccc(CC(=O)N3CCC(N4C(=O)CCc5ccccc54)CC3)c(O)c2)CC1","Ki","'='",78,"nM",7.11,NA,NA,"UO_0000065",13.12,0.26,4.4,6.61,0,"CHEMBL2019478","Displacement of [3H]oxytocin from human oxytocin receptor after 1.5 hrs by liquid scintillation counting","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2016538",1,"Scientific Literature","Bioorg Med Chem",2012,NA,NA,NA,FALSE
"CHEMBL539665",NA,NA,360.38,0,3.23,"3","COc1ccc(-n2c(C)nnc2-c2cnc(Oc3ccccc3)cn2)cn1","Ki","'='",350,"nM",6.46,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1059543","Antagonist activity at human cloned oxytocin receptor by cell based beta-lactamase assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1152916",1,"Scientific Literature","Bioorg Med Chem Lett",2009,NA,NA,NA,TRUE
"CHEMBL549494",NA,NA,392.39,0,3.68,"9","COc1ccc(-n2c(C)nnc2-c2cnc(Oc3cccc(F)c3C)cn2)cn1","Ki","'='",14.6,"nM",7.84,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1059543","Antagonist activity at human cloned oxytocin receptor by cell based beta-lactamase assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1152916",1,"Scientific Literature","Bioorg Med Chem Lett",2009,NA,NA,NA,TRUE
"CHEMBL1089026",NA,NA,362.43,0,3.91,"6","COc1ccc(N(C(=O)c2cnc(-c3ccccc3C)cn2)C(C)C)cn1","Ki","'='",150,"nM",6.82,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1111571","Antagonist activity at human cloned OT receptor by cell based beta-lactamase reporter gene assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1156290",1,"Scientific Literature","Bioorg Med Chem Lett",2010,NA,NA,NA,TRUE
"CHEMBL1088766",NA,NA,366.42,0,2.88,"21","COCCN(C(=O)c1cnn(-c2ccccc2)c1C)c1ccc(OC)nc1","Ki","'='",98,"nM",7.01,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1111571","Antagonist activity at human cloned OT receptor by cell based beta-lactamase reporter gene assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1156290",1,"Scientific Literature","Bioorg Med Chem Lett",2010,NA,NA,NA,TRUE
"CHEMBL1093340",NA,NA,312.33,0,3.12,"23","COc1ccc2oc(C(=O)N(C)c3ccc(OC)nc3)cc2c1","Ki","'='",232,"nM",6.63,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1111571","Antagonist activity at human cloned OT receptor by cell based beta-lactamase reporter gene assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1156290",1,"Scientific Literature","Bioorg Med Chem Lett",2010,NA,NA,NA,TRUE
"CHEMBL514113",NA,NA,437.55,0,4.61,"8","COc1ccc(N(Cc2csc(-c3ccccc3)n2)S(=O)(=O)c2ccccn2)cc1","Ki","'='",63.1,"nM",7.2,NA,NA,"UO_0000065",16.46,0.33,2.59,9.95,0,"CHEMBL1025689","Binding affinity to human recombinant oxytocin receptor expressed in CHO cells by fluorescence polarization assay","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1154542",1,"Scientific Literature","Bioorg Med Chem Lett",2009,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL469005",NA,NA,413.44,0,3.12,"17","COCc1nnc(-c2cnc(-c3ccc(C#N)cc3C)cn2)n1-c1ccc(OC)nc1","Ki","'='",14,"nM",7.85,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL974600","Antagonist activity at human cloned oxytocin receptor by cell based beta lactamase reporter assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1155900",1,"Scientific Literature","Bioorg Med Chem Lett",2008,NA,NA,NA,FALSE
"CHEMBL511917",NA,NA,418.46,0,3.26,"16","COCc1nnc(-c2cnc(-c3ccc(OC)c(C)c3)cn2)n1-c1ccc(OC)nc1","Ki","'='",537,"nM",6.27,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL974600","Antagonist activity at human cloned oxytocin receptor by cell based beta lactamase reporter assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1155900",1,"Scientific Literature","Bioorg Med Chem Lett",2008,NA,NA,NA,TRUE
"CHEMBL467184",NA,NA,371.44,0,4.93,"7","COc1ccc(-n2c(C)nnc2-c2ccc(-c3ccccc3OC)cc2)cc1","Ki","'='",56,"nM",7.25,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL974600","Antagonist activity at human cloned oxytocin receptor by cell based beta lactamase reporter assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1155900",1,"Scientific Literature","Bioorg Med Chem Lett",2008,NA,NA,NA,FALSE
"CHEMBL467153",NA,NA,376.42,0,3.63,"4","CO/N=C1/C[C@H](c2ncno2)N(C(=O)c2ccc(-c3ccccc3C)cc2)C1","Ki","'='",50,"nM",7.3,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL974600","Antagonist activity at human cloned oxytocin receptor by cell based beta lactamase reporter assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1155900",1,"Scientific Literature","Bioorg Med Chem Lett",2008,NA,NA,NA,TRUE
"CHEMBL281403",NA,NA,593.51,1,4.74,"2c","CC(=O)CCCC(=O)NC1N=C(c2ccccc2)c2ccccc2N(CC(=O)NCCc2ccc(Cl)c(Cl)c2)C1=O","Ki","'='",25.12,"nM",7.6,NA,NA,"UO_0000065",12.81,0.25,2.86,7.04,0,"CHEMBL857864","Inhibition of binding of [3H]oxytocin with human oxytocin receptor","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1134064",1,"Scientific Literature","Bioorg Med Chem Lett",2001,NA,NA,NA,FALSE
"CHEMBL308460",NA,NA,600.69,2,5.52,"53","COc1cc(OC2CCN(C3CCc4ncccc43)CC2)c(F)cc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",4.8,"nM",8.32,NA,NA,"UO_0000065",13.85,0.26,2.8,9.85,0,"CHEMBL762236","Binding affinity for cloned human oxytocin receptor (OT-R)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1131248",1,"Scientific Literature","J Med Chem",1998,NA,NA,NA,TRUE
"CHEMBL143341",NA,NA,450.54,0,2.93,"2","CC(=O)NCCCOc1ccc(C(=O)N2CCC(N3C(=O)NCc4ccccc43)CC2)cc1","Ki","'='",2100,"nM",5.68,NA,NA,"UO_0000065",12.6,0.23,2.75,6.24,0,"CHEMBL761403","Binding affinity was evaluated by measuring the displacement of [3H]-OT (oxytocin) from specific binding sites in uterine tissue obtained from human. ","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1128191",1,"Scientific Literature","J Med Chem",1995,NA,NA,NA,FALSE
"CHEMBL262035",NA,NA,1111.28,NA,NA,"LVA","CN(C(=O)Cc1ccccc1)[C@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(N)=O","Ki","'='",1.1,"nM",8.96,NA,NA,"UO_0000065",8.06,NA,NA,NA,0,"CHEMBL761407","The inhibition constant (Ki(nM)) by displacement of [125I]- HO-LVA radiolabeled ligand using membranes of CHO cells of human Oxytocin receptor","B","BAO_0000219","cell-based format",NA,NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1132193",1,"Scientific Literature","J Med Chem",1999,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL284442",NA,NA,609.56,1,4.09,"6b","O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)cnc2o1","Ki","'='",3.162,"nM",8.5,NA,NA,"UO_0000065",13.94,0.26,4.41,6.69,0,"CHEMBL761408","Displacement of 3[H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135117",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,TRUE
"CHEMBL286476",NA,NA,500.6,1,4.41,"3ch","CC(=O)N1CCC[C@@H]1Cn1ccc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc21","Ki","'='",158.49,"nM",6.8,NA,NA,"UO_0000065",13.58,0.25,2.39,9.06,0,"CHEMBL761409","Ability to displace [3H]oxytocin from human OT receptor (hOT)","B","BAO_0000357","single protein format",NA,NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1135944",1,"Scientific Literature","Bioorg Med Chem Lett",2002,NA,NA,NA,FALSE
"CHEMBL2035010",NA,NA,475.63,0,3.72,"98","Cc1ccccc1[C@H](C(=O)NC(C)C)N1C(=O)[C@@H](C2Cc3ccccc3C2)NC(=O)[C@H]1CC(C)C","Ki","'='",7.943,"nM",8.1,NA,NA,"UO_0000065",17.03,0.32,4.38,10.32,0,"CHEMBL2039714","Antagonist activity at human oxytocin receptor assessed as inhibition of oxytocin binding by FLIPR analysis","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2034824",1,"Scientific Literature","J Med Chem",2012,NA,NA,NA,FALSE
"CHEMBL2369834",NA,NA,1041.23,NA,NA,"16","NCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O","Ki","'='",482,"nM",6.32,NA,NA,"UO_0000065",6.07,NA,NA,NA,0,"CHEMBL762238","Binding affinity against human oxytocin receptor was determined by using plasma membranes from CHO cells stably transfected with VP/OT receptors","B","BAO_0000219","cell-based format",NA,NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1149164",1,"Scientific Literature","J Med Chem",2004,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL2369837",NA,NA,1069.28,NA,NA,"18","NCCCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O","Ki","'='",1429,"nM",5.84,NA,NA,"UO_0000065",5.47,NA,NA,NA,0,"CHEMBL762238","Binding affinity against human oxytocin receptor was determined by using plasma membranes from CHO cells stably transfected with VP/OT receptors","B","BAO_0000219","cell-based format",NA,NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1149164",1,"Scientific Literature","J Med Chem",2004,"CHEMBL3308072",NA,NA,FALSE
"CHEMBL2037503",NA,NA,462.59,0,2.64,"61","CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC)c1cc(C)cnc1C","Ki","'='",1.259,"nM",8.9,NA,NA,"UO_0000065",19.24,0.36,6.26,9.74,0,"CHEMBL2039699","Displacement of [3H]oxytocin from human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL2034824",1,"Scientific Literature","J Med Chem",2012,NA,NA,NA,FALSE
"CHEMBL1092497",NA,NA,345.37,0,2.86,"4","COc1ccc(N(C)C(=O)N2CC(Oc3cccc(F)c3C)C2)cn1","Ki","'='",159,"nM",6.8,NA,NA,"UO_0000065",NA,NA,NA,NA,0,"CHEMBL1115874","Antagonist activity at human oxytocin receptor expressed in CHO cells by beta lactamase assay","F","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1155414",1,"Scientific Literature","Bioorg Med Chem Lett",2010,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL601930",NA,NA,632.83,1,4.4,"23d","Cc1cc(C(=O)N2CCC(N3C(=O)OCc4ccccc43)CC2)ccc1CNC(=O)N1CCC[C@H]1C(=S)N1CCCN(C)CC1","Ki","'='",245,"nM",6.61,NA,NA,"UO_0000065",10.45,0.2,2.21,7.46,0,"CHEMBL1065226","Displacement of [3H]AVP from human oxytocin receptor expressed in CHO cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1156912",1,"Scientific Literature","J Med Chem",2010,"CHEMBL3308072",NA,NA,TRUE
"CHEMBL25120",NA,NA,448.44,0,4.32,"9","O=C(Cc1ccccc1OCC(F)(F)F)N1CCC(N2C(=O)OCc3ccccc32)CC1","Ki","'='",4.5,"nM",8.35,NA,NA,"UO_0000065",18.61,0.36,4.03,14.13,0,"CHEMBL761401","Binding affinity for human oxytocin receptor","B","BAO_0000357","single protein format","Homo sapiens",NA,NA,NA,NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1132047",1,"Scientific Literature","Bioorg Med Chem Lett",1999,NA,NA,NA,TRUE
"CHEMBL602872",NA,NA,513.6,2,6.55,"27","Cc1cc(C(=O)N2Cc3cnn(C)c3Nc3ccccc32)ccc1NC(=O)c1ccccc1-c1ccccc1","Ki","'='",111,"nM",6.96,NA,NA,"UO_0000065",13.54,0.24,0.4,8.77,0,"CHEMBL1065226","Displacement of [3H]AVP from human oxytocin receptor expressed in CHO cells","B","BAO_0000219","cell-based format","Homo sapiens",NA,NA,"CHO",NA,NA,NA,NA,"CHEMBL2049","Oxytocin receptor","Homo sapiens","SINGLE PROTEIN","CHEMBL1156912",1,"Scientific Literature","J Med Chem",2010,"CHEMBL3308072",NA,NA,FALSE
